LET spectra each 0.1 cm
 
 cell  400                                                                                                                             
    4.1618E+00   0.00000E+00 0.0000
    4.2822E+00   0.00000E+00 0.0000
    4.4061E+00   0.00000E+00 0.0000
    4.5335E+00   0.00000E+00 0.0000
    4.6647E+00   0.00000E+00 0.0000
    4.7996E+00   0.00000E+00 0.0000
    4.9385E+00   0.00000E+00 0.0000
    5.0814E+00   0.00000E+00 0.0000
    5.2284E+00   0.00000E+00 0.0000
    5.3796E+00   0.00000E+00 0.0000
    5.5352E+00   5.56245E-03 0.0009
    5.6954E+00   1.28465E-04 0.0054
    5.8601E+00   1.33055E-04 0.0053
    6.0297E+00   2.29774E-03 0.0014
    6.2041E+00   2.50587E-05 0.0123
    6.3836E+00   1.17028E-03 0.0020
    6.5683E+00   3.24701E-05 0.0108
    6.7583E+00   7.16168E-04 0.0026
    6.9538E+00   2.37676E-05 0.0127
    7.1550E+00   5.05068E-04 0.0031
    7.3619E+00   1.56481E-05 0.0158
    7.5749E+00   3.99526E-04 0.0035
    7.7941E+00   1.55607E-05 0.0159
    8.0195E+00   1.48368E-05 0.0163
    8.2515E+00   3.00936E-04 0.0040
    8.4902E+00   1.23200E-05 0.0179
    8.7359E+00   1.05249E-04 0.0068
    8.9886E+00   3.36147E-08 0.0460
    9.2486E+00   5.48492E-07 0.0106
    9.5162E+00   4.14569E-08 0.0413
    9.7915E+00   4.00158E-08 0.0432
    1.0075E+01   5.37554E-07 0.0111
    1.0366E+01   4.58446E-08 0.0391
    1.0666E+01   5.18056E-07 0.0116
    1.0975E+01   5.30057E-08 0.0361
    1.1292E+01   5.14393E-07 0.0119
    1.1619E+01   6.35609E-08 0.0323
    1.1955E+01   6.27048E-08 0.0327
    1.2301E+01   5.12235E-07 0.0120
    1.2657E+01   6.94776E-08 0.0296
    1.3023E+01   4.93523E-07 0.0121
    1.3400E+01   7.25189E-08 0.0274
    1.3787E+01   7.40939E-08 0.0272
    1.4186E+01   5.03796E-07 0.0119
    1.4596E+01   7.63557E-08 0.0250
    1.5019E+01   5.09459E-07 0.0116
    1.5453E+01   8.12129E-08 0.0226
    1.5900E+01   7.96724E-08 0.0228
    1.6360E+01   5.08848E-07 0.0110
    1.6834E+01   8.01544E-08 0.0212
    1.7321E+01   5.12552E-07 0.0106
    1.7822E+01   8.31400E-08 0.0193
    1.8337E+01   5.10949E-07 0.0101
    1.8868E+01   9.01765E-08 0.0172
    1.9413E+01   8.18906E-08 0.0181
    1.9975E+01   5.17716E-07 0.0096
    2.0553E+01   8.40637E-08 0.0165
    2.1148E+01   5.07032E-07 0.0091
    2.1759E+01   9.24429E-08 0.0146
    2.2389E+01   8.40124E-08 0.0153
    2.3037E+01   5.13024E-07 0.0085
    2.3703E+01   8.49838E-08 0.0141
    2.4389E+01   5.03888E-07 0.0080
    2.5094E+01   9.43372E-08 0.0124
    2.5820E+01   8.15152E-08 0.0134
    2.6567E+01   5.06246E-07 0.0075
    2.7336E+01   8.38622E-08 0.0122
    2.8127E+01   4.96037E-07 0.0071
    2.8940E+01   9.30207E-08 0.0108
    2.9777E+01   7.93829E-08 0.0116
    3.0639E+01   4.93834E-07 0.0067
    3.1525E+01   7.64226E-08 0.0110
    3.2437E+01   4.73886E-07 0.0063
    3.3376E+01   8.74967E-08 0.0095
    3.4341E+01   7.44436E-08 0.0103
    3.5335E+01   4.65206E-07 0.0060
    3.6357E+01   6.98580E-08 0.0098
    3.7409E+01   4.41800E-07 0.0057
    3.8491E+01   7.81607E-08 0.0086
    3.9604E+01   7.00925E-08 0.0091
    4.0750E+01   4.29107E-07 0.0054
    4.1929E+01   6.36281E-08 0.0088
    4.3142E+01   4.06802E-07 0.0052
    4.4390E+01   6.85456E-08 0.0079
    4.5674E+01   3.69713E-07 0.0050
    4.6996E+01   8.00964E-08 0.0068
    4.8355E+01   5.53003E-08 0.0081
    4.9754E+01   3.63938E-07 0.0048
    5.1193E+01   5.88789E-08 0.0073
    5.2674E+01   3.25546E-07 0.0046
    5.4198E+01   6.78523E-08 0.0063
    5.5766E+01   4.78779E-08 0.0075
    5.7379E+01   3.15274E-07 0.0044
    5.9039E+01   4.83171E-08 0.0069
    6.0747E+01   2.83357E-07 0.0043
    6.2505E+01   5.49233E-08 0.0061
    6.4313E+01   4.24887E-08 0.0069
    6.6174E+01   2.67615E-07 0.0042
    6.8088E+01   3.83452E-08 0.0067
    7.0058E+01   2.42553E-07 0.0041
    7.2084E+01   4.14828E-08 0.0060
    7.4170E+01   2.13197E-07 0.0040
    7.6315E+01   4.64131E-08 0.0053
    7.8523E+01   3.17197E-08 0.0063
    8.0795E+01   2.03409E-07 0.0039
    8.3132E+01   3.07390E-08 0.0060
    8.5537E+01   1.81412E-07 0.0038
    8.8012E+01   3.20409E-08 0.0055
    9.0558E+01   1.58113E-07 0.0037
    9.3178E+01   3.38094E-08 0.0050
    9.5873E+01   2.38598E-08 0.0058
    9.8647E+01   1.47809E-07 0.0037
    1.0150E+02   2.16071E-08 0.0057
    1.0444E+02   1.30917E-07 0.0036
    1.0746E+02   2.20632E-08 0.0053
    1.1057E+02   1.13036E-07 0.0036
    1.1377E+02   2.33594E-08 0.0048
    1.1706E+02   1.67977E-08 0.0055
    1.2044E+02   1.03443E-07 0.0035
    1.2393E+02   1.49279E-08 0.0055
    1.2751E+02   9.03742E-08 0.0035
    1.3120E+02   1.53624E-08 0.0050
    1.3500E+02   7.69258E-08 0.0035
    1.3890E+02   1.60815E-08 0.0046
    1.4292E+02   1.11143E-08 0.0054
    1.4706E+02   7.00094E-08 0.0034
    1.5131E+02   1.03129E-08 0.0052
    1.5569E+02   5.99304E-08 0.0034
    1.6019E+02   1.10226E-08 0.0047
    1.6483E+02   8.90816E-09 0.0052
    1.6959E+02   5.27513E-08 0.0034
    1.7450E+02   7.37824E-09 0.0053
    1.7955E+02   4.56525E-08 0.0034
    1.8474E+02   7.43396E-09 0.0049
    1.9009E+02   3.83260E-08 0.0034
    1.9559E+02   7.83005E-09 0.0045
    2.0124E+02   5.43074E-09 0.0053
    2.0707E+02   3.42381E-08 0.0033
    2.1306E+02   5.09775E-09 0.0051
    2.1922E+02   2.89457E-08 0.0033
    2.2556E+02   5.43381E-09 0.0046
    2.3209E+02   4.34959E-09 0.0051
    2.3880E+02   2.54431E-08 0.0033
    2.4571E+02   3.67861E-09 0.0051
    2.5282E+02   2.20854E-08 0.0033
    2.6013E+02   3.55910E-09 0.0048
    2.6766E+02   1.87557E-08 0.0033
    2.7540E+02   3.60123E-09 0.0045
    2.8337E+02   2.62458E-09 0.0049
    2.9157E+02   2.11816E-09 0.0041
    3.0000E+02   0.00000E+00 0.0000
      total      1.14775E-02 0.0006
 
 cell  401                                                                                                                             
    s(e) (MeV/cm)
    1.0000E+00   0.00000E+00 0.0000
    1.0289E+00   0.00000E+00 0.0000
    1.0587E+00   0.00000E+00 0.0000
    1.0893E+00   0.00000E+00 0.0000
    1.1208E+00   0.00000E+00 0.0000
    1.1533E+00   0.00000E+00 0.0000
    1.1866E+00   0.00000E+00 0.0000
    1.2210E+00   0.00000E+00 0.0000
    1.2563E+00   0.00000E+00 0.0000
    1.2926E+00   0.00000E+00 0.0000
    1.3300E+00   0.00000E+00 0.0000
    1.3685E+00   0.00000E+00 0.0000
    1.4081E+00   0.00000E+00 0.0000
    1.4488E+00   0.00000E+00 0.0000
    1.4907E+00   0.00000E+00 0.0000
    1.5339E+00   0.00000E+00 0.0000
    1.5782E+00   0.00000E+00 0.0000
    1.6239E+00   0.00000E+00 0.0000
    1.6709E+00   0.00000E+00 0.0000
    1.7192E+00   0.00000E+00 0.0000
    1.7689E+00   0.00000E+00 0.0000
    1.8201E+00   0.00000E+00 0.0000
    1.8728E+00   0.00000E+00 0.0000
    1.9269E+00   0.00000E+00 0.0000
    1.9827E+00   0.00000E+00 0.0000
    2.0400E+00   0.00000E+00 0.0000
    2.0991E+00   0.00000E+00 0.0000
    2.1598E+00   0.00000E+00 0.0000
    2.2223E+00   0.00000E+00 0.0000
    2.2866E+00   0.00000E+00 0.0000
    2.3527E+00   0.00000E+00 0.0000
    2.4208E+00   0.00000E+00 0.0000
    2.4908E+00   0.00000E+00 0.0000
    2.5629E+00   0.00000E+00 0.0000
    2.6370E+00   0.00000E+00 0.0000
    2.7133E+00   0.00000E+00 0.0000
    2.7918E+00   0.00000E+00 0.0000
    2.8725E+00   0.00000E+00 0.0000
    2.9557E+00   0.00000E+00 0.0000
    3.0412E+00   0.00000E+00 0.0000
    3.1291E+00   0.00000E+00 0.0000
    3.2197E+00   0.00000E+00 0.0000
    3.3128E+00   0.00000E+00 0.0000
    3.4086E+00   0.00000E+00 0.0000
    3.5072E+00   0.00000E+00 0.0000
    3.6087E+00   0.00000E+00 0.0000
    3.7131E+00   0.00000E+00 0.0000
    3.8205E+00   0.00000E+00 0.0000
    3.9311E+00   0.00000E+00 0.0000
    4.0448E+00   0.00000E+00 0.0000
    4.1618E+00   0.00000E+00 0.0000
    4.2822E+00   0.00000E+00 0.0000
    4.4061E+00   0.00000E+00 0.0000
    4.5335E+00   0.00000E+00 0.0000
    4.6647E+00   0.00000E+00 0.0000
    4.7996E+00   0.00000E+00 0.0000
    4.9385E+00   0.00000E+00 0.0000
    5.0814E+00   0.00000E+00 0.0000
    5.2284E+00   0.00000E+00 0.0000
    5.3796E+00   0.00000E+00 0.0000
    5.5352E+00   5.33060E-03 0.0009
    5.6954E+00   8.88156E-05 0.0056
    5.8601E+00   1.14996E-04 0.0049
    6.0297E+00   2.52299E-03 0.0013
    6.2041E+00   2.26416E-05 0.0108
    6.3836E+00   1.16043E-03 0.0020
    6.5683E+00   2.41162E-05 0.0108
    6.7583E+00   7.35792E-04 0.0025
    6.9538E+00   1.92803E-05 0.0123
    7.1550E+00   5.23203E-04 0.0030
    7.3619E+00   1.38288E-05 0.0145
    7.5749E+00   3.93875E-04 0.0035
    7.7941E+00   1.69399E-05 0.0133
    8.0195E+00   1.74243E-05 0.0132
    8.2515E+00   3.07805E-04 0.0039
    8.4902E+00   1.28449E-05 0.0155
    8.7359E+00   1.34127E-04 0.0059
    8.9886E+00   1.11288E-07 0.0371
    9.2486E+00   1.40444E-06 0.0072
    9.5162E+00   1.25317E-07 0.0250
    9.7915E+00   1.34794E-07 0.0244
    1.0075E+01   1.35007E-06 0.0075
    1.0366E+01   1.46168E-07 0.0233
    1.0666E+01   1.30828E-06 0.0079
    1.0975E+01   1.65680E-07 0.0214
    1.1292E+01   1.24379E-06 0.0081
    1.1619E+01   1.75409E-07 0.0203
    1.1955E+01   1.82483E-07 0.0198
    1.2301E+01   1.21434E-06 0.0082
    1.2657E+01   1.86047E-07 0.0187
    1.3023E+01   1.19029E-06 0.0082
    1.3400E+01   1.77949E-07 0.0177
    1.3787E+01   1.80172E-07 0.0176
    1.4186E+01   1.14404E-06 0.0081
    1.4596E+01   1.83148E-07 0.0163
    1.5019E+01   1.12989E-06 0.0079
    1.5453E+01   1.82045E-07 0.0152
    1.5900E+01   1.87553E-07 0.0150
    1.6360E+01   1.10498E-06 0.0077
    1.6834E+01   1.81507E-07 0.0141
    1.7321E+01   1.08140E-06 0.0075
    1.7822E+01   1.76736E-07 0.0133
    1.8337E+01   1.04947E-06 0.0072
    1.8868E+01   1.84015E-07 0.0121
    1.9413E+01   1.73077E-07 0.0125
    1.9975E+01   1.02725E-06 0.0069
    2.0553E+01   1.69284E-07 0.0117
    2.1148E+01   9.82296E-07 0.0066
    2.1759E+01   1.75311E-07 0.0107
    2.2389E+01   1.60079E-07 0.0112
    2.3037E+01   9.69897E-07 0.0063
    2.3703E+01   1.54495E-07 0.0105
    2.4389E+01   9.24207E-07 0.0060
    2.5094E+01   1.70543E-07 0.0093
    2.5820E+01   1.48315E-07 0.0099
    2.6567E+01   9.11256E-07 0.0057
    2.7336E+01   1.41707E-07 0.0094
    2.8127E+01   8.53423E-07 0.0054
    2.8940E+01   1.60309E-07 0.0082
    2.9777E+01   1.35184E-07 0.0089
    3.0639E+01   8.41199E-07 0.0052
    3.1525E+01   1.27371E-07 0.0085
    3.2437E+01   7.85795E-07 0.0049
    3.3376E+01   1.42416E-07 0.0075
    3.4341E+01   1.21955E-07 0.0081
    3.5335E+01   7.63434E-07 0.0047
    3.6357E+01   1.11475E-07 0.0078
    3.7409E+01   7.12379E-07 0.0045
    3.8491E+01   1.25808E-07 0.0068
    3.9604E+01   1.10652E-07 0.0072
    4.0750E+01   6.76569E-07 0.0043
    4.1929E+01   9.72676E-08 0.0072
    4.3142E+01   6.31329E-07 0.0042
    4.4390E+01   1.06220E-07 0.0064
    4.5674E+01   5.63030E-07 0.0040
    4.6996E+01   1.21452E-07 0.0055
    4.8355E+01   8.33774E-08 0.0066
    4.9754E+01   5.44823E-07 0.0039
    5.1193E+01   8.83235E-08 0.0060
    5.2674E+01   4.84549E-07 0.0038
    5.4198E+01   1.01446E-07 0.0052
    5.5766E+01   7.09558E-08 0.0062
    5.7379E+01   4.65630E-07 0.0036
    5.9039E+01   7.08821E-08 0.0057
    6.0747E+01   4.14253E-07 0.0036
    6.2505E+01   7.96480E-08 0.0050
    6.4313E+01   6.19348E-08 0.0057
    6.6174E+01   3.86696E-07 0.0035
    6.8088E+01   5.48092E-08 0.0056
    7.0058E+01   3.46647E-07 0.0034
    7.2084E+01   5.91481E-08 0.0050
    7.4170E+01   3.01675E-07 0.0033
    7.6315E+01   6.59009E-08 0.0044
    7.8523E+01   4.43414E-08 0.0053
    8.0795E+01   2.85754E-07 0.0033
    8.3132E+01   4.29871E-08 0.0050
    8.5537E+01   2.52426E-07 0.0032
    8.8012E+01   4.46005E-08 0.0046
    9.0558E+01   2.18827E-07 0.0032
    9.3178E+01   4.66588E-08 0.0042
    9.5873E+01   3.27295E-08 0.0050
    9.8647E+01   2.02626E-07 0.0031
    1.0150E+02   2.94830E-08 0.0049
    1.0444E+02   1.77932E-07 0.0031
    1.0746E+02   3.01856E-08 0.0045
    1.1057E+02   1.52672E-07 0.0031
    1.1377E+02   3.14301E-08 0.0041
    1.1706E+02   2.25711E-08 0.0048
    1.2044E+02   1.39265E-07 0.0030
    1.2393E+02   2.00056E-08 0.0047
    1.2751E+02   1.20956E-07 0.0030
    1.3120E+02   2.04549E-08 0.0043
    1.3500E+02   1.02555E-07 0.0030
    1.3890E+02   2.15268E-08 0.0040
    1.4292E+02   1.47602E-08 0.0047
    1.4706E+02   9.30146E-08 0.0030
    1.5131E+02   1.37603E-08 0.0045
    1.5569E+02   7.93705E-08 0.0029
    1.6019E+02   1.45254E-08 0.0041
    1.6483E+02   1.18304E-08 0.0045
    1.6959E+02   6.96477E-08 0.0029
    1.7450E+02   9.72048E-09 0.0046
    1.7955E+02   6.01924E-08 0.0029
    1.8474E+02   9.86397E-09 0.0043
    1.9009E+02   5.03971E-08 0.0029
    1.9559E+02   1.03665E-08 0.0039
    2.0124E+02   7.14022E-09 0.0046
    2.0707E+02   4.50219E-08 0.0029
    2.1306E+02   6.73508E-09 0.0044
    2.1922E+02   3.80634E-08 0.0029
    2.2556E+02   7.14173E-09 0.0040
    2.3209E+02   5.69049E-09 0.0044
    2.3880E+02   3.33960E-08 0.0029
    2.4571E+02   4.79475E-09 0.0045
    2.5282E+02   2.89444E-08 0.0029
    2.6013E+02   4.68733E-09 0.0042
    2.6766E+02   2.45045E-08 0.0029
    2.7540E+02   4.75157E-09 0.0039
    2.8337E+02   3.40621E-09 0.0043
    2.9157E+02   2.77239E-09 0.0036
    3.0000E+02   0.00000E+00 0.0000
      total      1.14753E-02 0.0006
 
 cell  402                                                                                                                             
    s(e) (MeV/cm)
    1.0000E+00   0.00000E+00 0.0000
    1.0289E+00   0.00000E+00 0.0000
    1.0587E+00   0.00000E+00 0.0000
    1.0893E+00   0.00000E+00 0.0000
    1.1208E+00   0.00000E+00 0.0000
    1.1533E+00   0.00000E+00 0.0000
    1.1866E+00   0.00000E+00 0.0000
    1.2210E+00   0.00000E+00 0.0000
    1.2563E+00   0.00000E+00 0.0000
    1.2926E+00   0.00000E+00 0.0000
    1.3300E+00   0.00000E+00 0.0000
    1.3685E+00   0.00000E+00 0.0000
    1.4081E+00   0.00000E+00 0.0000
    1.4488E+00   0.00000E+00 0.0000
    1.4907E+00   0.00000E+00 0.0000
    1.5339E+00   0.00000E+00 0.0000
    1.5782E+00   0.00000E+00 0.0000
    1.6239E+00   0.00000E+00 0.0000
    1.6709E+00   0.00000E+00 0.0000
    1.7192E+00   0.00000E+00 0.0000
    1.7689E+00   0.00000E+00 0.0000
    1.8201E+00   0.00000E+00 0.0000
    1.8728E+00   0.00000E+00 0.0000
    1.9269E+00   0.00000E+00 0.0000
    1.9827E+00   0.00000E+00 0.0000
    2.0400E+00   0.00000E+00 0.0000
    2.0991E+00   0.00000E+00 0.0000
    2.1598E+00   0.00000E+00 0.0000
    2.2223E+00   0.00000E+00 0.0000
    2.2866E+00   0.00000E+00 0.0000
    2.3527E+00   0.00000E+00 0.0000
    2.4208E+00   0.00000E+00 0.0000
    2.4908E+00   0.00000E+00 0.0000
    2.5629E+00   0.00000E+00 0.0000
    2.6370E+00   0.00000E+00 0.0000
    2.7133E+00   0.00000E+00 0.0000
    2.7918E+00   0.00000E+00 0.0000
    2.8725E+00   0.00000E+00 0.0000
    2.9557E+00   0.00000E+00 0.0000
    3.0412E+00   0.00000E+00 0.0000
    3.1291E+00   0.00000E+00 0.0000
    3.2197E+00   0.00000E+00 0.0000
    3.3128E+00   0.00000E+00 0.0000
    3.4086E+00   0.00000E+00 0.0000
    3.5072E+00   0.00000E+00 0.0000
    3.6087E+00   0.00000E+00 0.0000
    3.7131E+00   0.00000E+00 0.0000
    3.8205E+00   0.00000E+00 0.0000
    3.9311E+00   0.00000E+00 0.0000
    4.0448E+00   0.00000E+00 0.0000
    4.1618E+00   0.00000E+00 0.0000
    4.2822E+00   0.00000E+00 0.0000
    4.4061E+00   0.00000E+00 0.0000
    4.5335E+00   0.00000E+00 0.0000
    4.6647E+00   0.00000E+00 0.0000
    4.7996E+00   0.00000E+00 0.0000
    4.9385E+00   0.00000E+00 0.0000
    5.0814E+00   0.00000E+00 0.0000
    5.2284E+00   0.00000E+00 0.0000
    5.3796E+00   0.00000E+00 0.0000
    5.5352E+00   5.20439E-03 0.0009
    5.6954E+00   4.27402E-05 0.0072
    5.8601E+00   6.31234E-05 0.0060
    6.0297E+00   2.65730E-03 0.0013
    6.2041E+00   3.89382E-05 0.0075
    6.3836E+00   1.17411E-03 0.0020
    6.5683E+00   1.75610E-05 0.0114
    6.7583E+00   7.46496E-04 0.0025
    6.9538E+00   1.54634E-05 0.0124
    7.1550E+00   5.26376E-04 0.0030
    7.3619E+00   1.72688E-05 0.0118
    7.5749E+00   3.90231E-04 0.0035
    7.7941E+00   1.50022E-05 0.0129
    8.0195E+00   1.67008E-05 0.0124
    8.2515E+00   3.13411E-04 0.0039
    8.4902E+00   1.56449E-05 0.0130
    8.7359E+00   1.65649E-04 0.0053
    8.9886E+00   2.53703E-07 0.0582
    9.2486E+00   2.26868E-06 0.0075
    9.5162E+00   1.98922E-07 0.0199
    9.7915E+00   2.11714E-07 0.0195
    1.0075E+01   2.12436E-06 0.0060
    1.0366E+01   2.39046E-07 0.0182
    1.0666E+01   2.03202E-06 0.0063
    1.0975E+01   2.64711E-07 0.0171
    1.1292E+01   1.92648E-06 0.0066
    1.1619E+01   2.80831E-07 0.0162
    1.1955E+01   2.93869E-07 0.0158
    1.2301E+01   1.85554E-06 0.0067
    1.2657E+01   2.84376E-07 0.0151
    1.3023E+01   1.79247E-06 0.0067
    1.3400E+01   2.73090E-07 0.0144
    1.3787E+01   2.83406E-07 0.0141
    1.4186E+01   1.71040E-06 0.0066
    1.4596E+01   2.74896E-07 0.0133
    1.5019E+01   1.67402E-06 0.0066
    1.5453E+01   2.67624E-07 0.0125
    1.5900E+01   2.72425E-07 0.0124
    1.6360E+01   1.61385E-06 0.0064
    1.6834E+01   2.62452E-07 0.0117
    1.7321E+01   1.56314E-06 0.0062
    1.7822E+01   2.57893E-07 0.0110
    1.8337E+01   1.48500E-06 0.0061
    1.8868E+01   2.58417E-07 0.0102
    1.9413E+01   2.45027E-07 0.0105
    1.9975E+01   1.44121E-06 0.0058
    2.0553E+01   2.33527E-07 0.0100
    2.1148E+01   1.36890E-06 0.0056
    2.1759E+01   2.45760E-07 0.0090
    2.2389E+01   2.20303E-07 0.0095
    2.3037E+01   1.30858E-06 0.0054
    2.3703E+01   2.10995E-07 0.0090
    2.4389E+01   1.23442E-06 0.0052
    2.5094E+01   2.27843E-07 0.0080
    2.5820E+01   1.97546E-07 0.0086
    2.6567E+01   1.19739E-06 0.0049
    2.7336E+01   1.89597E-07 0.0081
    2.8127E+01   1.11906E-06 0.0048
    2.8940E+01   2.02889E-07 0.0073
    2.9777E+01   1.75231E-07 0.0078
    3.0639E+01   1.07735E-06 0.0045
    3.1525E+01   1.63759E-07 0.0075
    3.2437E+01   9.96239E-07 0.0044
    3.3376E+01   1.79812E-07 0.0066
    3.4341E+01   1.55777E-07 0.0071
    3.5335E+01   9.49481E-07 0.0042
    3.6357E+01   1.40639E-07 0.0069
    3.7409E+01   8.79711E-07 0.0041
    3.8491E+01   1.56015E-07 0.0061
    3.9604E+01   1.35551E-07 0.0065
    4.0750E+01   8.29064E-07 0.0039
    4.1929E+01   1.19346E-07 0.0065
    4.3142E+01   7.68189E-07 0.0038
    4.4390E+01   1.29490E-07 0.0058
    4.5674E+01   6.83004E-07 0.0037
    4.6996E+01   1.46834E-07 0.0050
    4.8355E+01   1.00601E-07 0.0060
    4.9754E+01   6.56108E-07 0.0035
    5.1193E+01   1.04598E-07 0.0055
    5.2674E+01   5.80618E-07 0.0034
    5.4198E+01   1.20827E-07 0.0048
    5.5766E+01   8.35159E-08 0.0057
    5.7379E+01   5.52845E-07 0.0033
    5.9039E+01   8.23041E-08 0.0053
    6.0747E+01   4.88492E-07 0.0033
    6.2505E+01   9.32371E-08 0.0046
    6.4313E+01   7.20786E-08 0.0053
    6.6174E+01   4.52428E-07 0.0032
    6.8088E+01   6.35192E-08 0.0052
    7.0058E+01   4.04440E-07 0.0031
    7.2084E+01   6.83305E-08 0.0047
    7.4170E+01   3.48866E-07 0.0031
    7.6315E+01   7.58681E-08 0.0041
    7.8523E+01   5.08320E-08 0.0050
    8.0795E+01   3.28714E-07 0.0030
    8.3132E+01   4.95720E-08 0.0047
    8.5537E+01   2.89704E-07 0.0030
    8.8012E+01   5.09438E-08 0.0043
    9.0558E+01   2.49987E-07 0.0030
    9.3178E+01   5.30617E-08 0.0039
    9.5873E+01   3.74916E-08 0.0046
    9.8647E+01   2.30456E-07 0.0029
    1.0150E+02   3.35368E-08 0.0046
    1.0444E+02   2.02327E-07 0.0029
    1.0746E+02   3.40787E-08 0.0042
    1.1057E+02   1.72998E-07 0.0029
    1.1377E+02   3.56368E-08 0.0039
    1.1706E+02   2.55589E-08 0.0045
    1.2044E+02   1.57161E-07 0.0028
    1.2393E+02   2.25182E-08 0.0044
    1.2751E+02   1.36358E-07 0.0028
    1.3120E+02   2.30565E-08 0.0041
    1.3500E+02   1.15225E-07 0.0028
    1.3890E+02   2.42564E-08 0.0037
    1.4292E+02   1.65138E-08 0.0044
    1.4706E+02   1.04503E-07 0.0028
    1.5131E+02   1.54287E-08 0.0043
    1.5569E+02   8.89161E-08 0.0028
    1.6019E+02   1.64387E-08 0.0039
    1.6483E+02   1.31727E-08 0.0043
    1.6959E+02   7.81214E-08 0.0027
    1.7450E+02   1.09325E-08 0.0043
    1.7955E+02   6.74388E-08 0.0027
    1.8474E+02   1.10148E-08 0.0040
    1.9009E+02   5.64692E-08 0.0027
    1.9559E+02   1.16010E-08 0.0037
    2.0124E+02   7.99225E-09 0.0043
    2.0707E+02   5.04122E-08 0.0027
    2.1306E+02   7.53488E-09 0.0042
    2.1922E+02   4.25443E-08 0.0027
    2.2556E+02   8.01710E-09 0.0038
    2.3209E+02   6.36266E-09 0.0042
    2.3880E+02   3.73546E-08 0.0027
    2.4571E+02   5.34581E-09 0.0042
    2.5282E+02   3.23758E-08 0.0027
    2.6013E+02   5.24563E-09 0.0040
    2.6766E+02   2.74068E-08 0.0027
    2.7540E+02   5.31845E-09 0.0037
    2.8337E+02   3.79550E-09 0.0041
    2.9157E+02   3.11588E-09 0.0034
    3.0000E+02   0.00000E+00 0.0000
      total      1.14694E-02 0.0006
 
 cell  403                                                                                                                             
    s(e) (MeV/cm)
    1.0000E+00   0.00000E+00 0.0000
    1.0289E+00   0.00000E+00 0.0000
    1.0587E+00   0.00000E+00 0.0000
    1.0893E+00   0.00000E+00 0.0000
    1.1208E+00   0.00000E+00 0.0000
    1.1533E+00   0.00000E+00 0.0000
    1.1866E+00   0.00000E+00 0.0000
    1.2210E+00   0.00000E+00 0.0000
    1.2563E+00   0.00000E+00 0.0000
    1.2926E+00   0.00000E+00 0.0000
    1.3300E+00   0.00000E+00 0.0000
    1.3685E+00   0.00000E+00 0.0000
    1.4081E+00   0.00000E+00 0.0000
    1.4488E+00   0.00000E+00 0.0000
    1.4907E+00   0.00000E+00 0.0000
    1.5339E+00   0.00000E+00 0.0000
    1.5782E+00   0.00000E+00 0.0000
    1.6239E+00   0.00000E+00 0.0000
    1.6709E+00   0.00000E+00 0.0000
    1.7192E+00   0.00000E+00 0.0000
    1.7689E+00   0.00000E+00 0.0000
    1.8201E+00   0.00000E+00 0.0000
    1.8728E+00   0.00000E+00 0.0000
